Make,Model,Model Year,Mileage(km),Fuel Type,Transmission,Registered in,Color,Assembly,Engine Capacity(cc),Body Type,ABS,Air Bags,Air Conditioning,Alloy Rims,AM/FM Radio,CD Player,Cassette Player,Cool Box,Cruise Control,Climate Control,DVD Player,Front Speakers,Front Camera,Heated Seats,Immobilizer Key,Keyless Entry,Navigation System,Power Locks,Power Mirrors,Power Steering,Power Windows,Rear Seat Entertainment,Rear AC Vents,Rear Speakers,Rear Camera,Sun Roof,Steering Switches,USB and Auxillary Cable,Location,Price(PKR lacs)
Toyota,Corolla XLi VVTi,2011,"187,821",Petrol,Manual,Multan,White,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"Clock Tower, Faisalabad Punjab",22
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2021,"12,628",Petrol,Automatic,Islamabad,Super White,Local,1799,Sedan,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"Amin Town, Faisalabad Punjab",67
Toyota,Corolla Altis Grande 1.8,2017,"81,065",Petrol,Automatic,Islamabad,Super White,Local,1800,Sedan,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Faisalabad Punjab,50.5
Toyota,Corolla XLi VVTi,2011,"133,310",Petrol,Manual,Lahore,Attitude Black,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"Jhang Road, Faisalabad Punjab",21
Toyota,Corolla Altis Automatic 1.6,2019,"54,233",Petrol,Automatic,Islamabad,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,"Ghulam Muhammad Abad, Faisalabad Punjab",49
Toyota,Corolla,2020,"64,044",Petrol,Automatic,Un-Registered,Black,Imported,1800,N/A,-,ZWE211-6043152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Corolla GLi 1.3 VVTi,2012,"105,000",Petrol,Manual,Multan,Wine Red,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Faizabad, Rawalpindi Punjab",25
Toyota,Corolla Altis 1.6 X CVT-i Special Edition,2023,1,Petrol,Automatic,Un-Registered,White,Local,1600,Sedan,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Karachi Sindh,69.25
Toyota,Corolla XLi,2006,"270,000",CNG,Manual,Rawalpindi,White,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Wapda Town, Peshawar KPK",18.5
Toyota,Corolla Altis X Automatic 1.6,2022,102,Petrol,Automatic,Islamabad,Super White,Local,1598,Sedan,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,Gujranwala Punjab,63.5
Toyota,Corolla GLi 1.3 VVTi,2015,"77,000",Petrol,Manual,Karachi,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,34.95
Toyota,Corolla XLi Automatic,2020,"21,500",Petrol,Automatic,Lahore,Silver,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Gulberg, Lahore Punjab",44
Toyota,Corolla GLi 1.3 VVTi,2010,"153,000",Petrol,Manual,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,"Saddar, Karachi Sindh",23
Toyota,Corolla,2003,"100,000",Petrol,Manual,Punjab,Blue,Local,1300,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Askari XI, Lahore Punjab",18
Toyota,Corolla LX Limited 1.3,1994,"232,000",Petrol,Automatic,Karachi,Silver,Local,1300,Sedan,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Bath Island, Karachi Sindh",14.5
Toyota,Corolla XE Limited,1998,"100,000",Petrol,Manual,Lahore,Grey,Local,1300,Sedan,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Mardan Road, Charsadda KPK",11.5
Toyota,Corolla Altis X Automatic 1.6 Special Edition,2021,"46,000",Petrol,Automatic,Sindh,Super White,Local,1598,Sedan,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"Gulistan-e-Jauhar, Karachi Sindh",57.5
Toyota,Corolla GLi 1.3 VVTi,2016,"120,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Dunia Pur Punjab,33.5
Toyota,Corolla SE Saloon Automatic,2004,"245,000",Petrol,Automatic,Lahore,White,Local,1600,Sedan,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"Misryal Road, Rawalpindi Punjab",17.3
Toyota,Corolla SE Saloon,1987,"22,000",CNG,Manual,Rawalpindi,White,Local,1600,Sedan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Rasheed Town Gulbahar, Peshawar KPK",8.3
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"98,000",Petrol,Automatic,Lahore,White,Local,1300,Sedan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Allama Iqbal Town, Lahore Punjab",45.49
Toyota,Corolla,2000,"1,000",Petrol,Manual,Sindh,Grey,Local,2000,N/A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Nazimabad, Karachi Sindh",13
Toyota,Corolla GLi 1.3 VVTi Ecotec,2012,"110,000",Petrol,Manual,Islamabad,Attitude Black Mica,Local,1300,Sedan,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"G.T Road, Rawat Punjab",29.2
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"71,000",Petrol,Automatic,Lahore,Grey,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"F-10, Islamabad Islamabad",43.5
Toyota,Corolla GLi 1.3 VVTi,2011,"119,460",Petrol,Manual,Karachi,Gold,Local,1300,Sedan,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Nisar Colony, Faisalabad Punjab",18.5
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2021,"15,000",Petrol,Automatic,Sindh,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"DHA Defence, Karachi Sindh",62.5
Toyota,Corolla GLi 1.3 VVTi,2017,"86,110",Petrol,Manual,Lahore,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Bahawalpur Lodhran Road, Bahawalpur Punjab",40.5
Toyota,Corolla SE Saloon Automatic,2004,"125,000",Petrol,Automatic,Lahore,Blue,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Lahore Punjab,18.5
Toyota,Corolla Altis Automatic 1.6,2018,"55,000",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,45
Toyota,Corolla Altis Automatic 1.6,2016,"99,580",Petrol,Automatic,Faisalabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Ismail Road, Faisalabad Punjab",38.8
Toyota,Corolla SE Saloon Automatic,2004,"125,000",Petrol,Automatic,Lahore,Blue,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Lahore Punjab,18.5
Toyota,Corolla Altis Automatic 1.6,2018,"55,000",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,45
Toyota,Corolla Altis Automatic 1.6,2016,"99,580",Petrol,Automatic,Faisalabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Ismail Road, Faisalabad Punjab",38.8
Toyota,Corolla GLi 1.3 VVTi,2016,"200,000",Petrol,Manual,Islamabad,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Rawalpindi Punjab,40
Toyota,Corolla XLi VVTi,2011,"98,000",Petrol,Manual,Karachi,White,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Gulshan-e-Iqbal, Karachi Sindh",20.5
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2023,"10,000",Petrol,Automatic,Islamabad,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"I-10, Islamabad Islamabad",74.3
Toyota,Corolla XLi,2002,"102,000",Petrol,Manual,Punjab,Super White,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Al Hamad Colony, Lahore Punjab",15.5
Toyota,Corolla Altis Grande 1.8,2015,"117,000",Petrol,Automatic,Lahore,Brown,Local,1800,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Sitara Valley, Faisalabad Punjab",38
Toyota,Corolla GLi Automatic 1.3 VVTi,2018,"73,000",Petrol,Automatic,Karachi,Bronze Mica,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,39.75
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,"88,000",Petrol,Automatic,Lahore,Maroon,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"DHA Defence, Lahore Punjab",36.55
Toyota,Corolla XLi,2007,"150,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Gulberg, Lahore Punjab",16.7
Toyota,Corolla GLi 1.3 VVTi,2017,"44,150",Petrol,Manual,Islamabad,Attitude Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"I-10, Islamabad Islamabad",39.2
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"60,000",Petrol,Automatic,Karachi,Grey,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Others, Karachi Sindh",47.25
Toyota,Corolla GLi 1.3 VVTi,2010,"100,000",Petrol,Manual,Islamabad,Black,Local,1300,Sedan,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"GT Road, Wah cantt Punjab",22
Toyota,Corolla Altis Grande CVT-i 1.8,2019,"74,000",Petrol,Automatic,Islamabad,Super white,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Islamabad Islamabad,55.75
Toyota,Corolla GLi 1.3 VVTi,2015,"78,000",Petrol,Manual,Karachi,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Ahmed Pur East Punjab,30.95
Toyota,Corolla XLi VVTi,2020,"73,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"DHA Defence, Lahore Punjab",39.9
Toyota,Corolla GLi Automatic 1.3 VVTi,2014,"83,000",Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Allama Iqbal Town, Lahore Punjab",39.9
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2023,"12,000",Petrol,Automatic,Islamabad,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Rawal Town, Islamabad Islamabad",77
Toyota,Corolla,2021,"50,000",Petrol,Manual,Sindh,White,Local,1500,N/A,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Shah Mansur Township, Swabi KPK",35.5
Toyota,Corolla Altis X Automatic 1.6 Special Edition,2022,"17,000",Petrol,Automatic,Sindh,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Gulistan-e-Jauhar, Karachi Sindh",63.5
Toyota,Corolla Altis Automatic 1.6,2019,"71,000",Petrol,Automatic,Lahore,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Canal View Town, Sahiwal Punjab",48
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2023,45,Petrol,Automatic,Un-Registered,Super white,Local,1798,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Lahore Punjab,76.75
Toyota,Corolla GLi 1.3 VVTi,2009,"138,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",22.75
Toyota,Corolla GLi 1.3 VVTi,2014,"130,000",Petrol,Manual,Islamabad,White,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",34
Toyota,Corolla GLi 1.3 VVTi Special Edition,2015,"85,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Lahore Punjab,36
Toyota,Corolla 2.0D Saloon,2005,"150,000",Diesel,Manual,Lahore,silver metallic,Local,2000,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Kotli Ak Azad Kashmir,24.8
Toyota,Corolla XLi VVTi,2013,"116,000",Petrol,Manual,Lahore,Black,Local,1300,Sedan,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Citi Housing Society, Gujranwala Punjab",26
Toyota,Corolla Altis Automatic 1.6,2017,"51,500",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Model Town, Lahore Punjab",44.75
Toyota,Corolla 2.0D Saloon,2006,"95,000",Diesel,Manual,Lahore,silver metallic,Local,2000,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Kotli Ak Azad Kashmir,33
Toyota,Corolla XLi,2007,999,Petrol,Manual,Lahore,Super White,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Cantt, Peshawar KPK",16.75
Toyota,Corolla SE Saloon,2005,"300,000",Petrol,Manual,Lahore,Golden,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"Gojara Road, Jhang Punjab",16.4
Toyota,Corolla GLi 1.3 VVTi,2012,"53,000",Petrol,Manual,Lahore,Brown,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Lahore - Kasur Road, Kasur Punjab",30.5
Toyota,Corolla Altis SR Cruisetronic 1.8,2009,"161,000",Petrol,Automatic,Islamabad,Red,Local,1800,Sedan,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Bahria Town, Lahore Punjab",28
Toyota,Corolla GLi 1.3 VVTi,2017,"82,000",Petrol,Manual,Islamabad,Silver,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Jhang Road, Sargodha Punjab",40
Toyota,Corolla Altis X Automatic 1.6,2022,"11,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,63
Toyota,Corolla GLi 1.3 VVTi,2012,"210,000",Petrol,Manual,Lahore,Gold,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Darogawala, Lahore Punjab",26.5
Toyota,Corolla GLi 1.3 VVTi,2016,"85,500",Petrol,Manual,Islamabad,Silver,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Cantt, Quetta Balochistan",36.5
Toyota,Corolla GLi 1.3 VVTi,2015,"73,500",Petrol,Manual,Lahore,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Mirpur A.K. Azad Kashmir,34.5
Toyota,Corolla XLi,2005,"400,000",Petrol,Manual,Karachi,Black Mica,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"Regi Model Town, Peshawar KPK",15.8
Toyota,Corolla GLi Limited Edition 1.3 VVTi,2012,"89,000",Petrol,Manual,Islamabad,Silver Metallic,Local,1300,Sedan,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Lakki marwat KPK,27.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2017,"94,000",Petrol,Automatic,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Gulzar-e-Hijri, Karachi Sindh",36.54
Toyota,Corolla Altis Grande 1.8,2017,"156,000",Petrol,Automatic,Lahore,Super White,Local,1800,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Punjab Co-operative Housing Society, Lahore Punjab",43.25
Toyota,Corolla GLi 1.3 VVTi,2015,"134,000",Petrol,Manual,Sialkot,Silver,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Mian Wali Punjab,32.9
Toyota,Corolla XLi VVTi,2016,"80,000",Petrol,Manual,Karachi,White,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,"Shah Faisal Colony, Karachi Sindh",30
Toyota,Corolla SE Saloon,1986,"55,000",Petrol,Manual,Peshawar,White,Imported,1600,Sedan,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Chaklala, Rawalpindi Punjab",7.8
Toyota,Corolla GLi 1.3 VVTi,2015,"100,000",Petrol,Manual,Daska,Attitude Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Sambrial Road, Daska Punjab",31
Toyota,Corolla Altis Automatic 1.6,2019,"33,869",Petrol,Automatic,Lahore,Attitude Black,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Bhimber Road, Gujrat Punjab",48
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2022,"17,000",Petrol,Automatic,Punjab,White,Imported,1800,Sedan,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Gujranwala Punjab,71
Toyota,Corolla Altis Automatic 1.6,2017,"9,500",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"GT Road, Jhelum Punjab",45.95
Toyota,Corolla Altis Automatic 1.6,2017,"9,500",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"GT Road, Jhelum Punjab",45.95
Toyota,Corolla SE Limited,1992,"154,000",Petrol,Automatic,Lahore,Grey,Imported,1500,Sedan,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Hafizabad Bypass, Hafizabad Punjab",13.5
Toyota,Corolla GLi 1.3 VVTi,2011,1,Petrol,Manual,Sindh,Gan Matalk,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Block K, Burewala Punjab",20.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2016,"143,000",Petrol,Automatic,Lahore,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",38
Toyota,Corolla Altis 1.8,2014,"126,000",Petrol,Manual,Islamabad,Super White,Local,1800,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Defence Phase-2, Islamabad Islamabad",42
Toyota,Corolla GLi 1.3 VVTi,2010,114,Petrol,Manual,Lahore,Silver,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Aamer Colony, Okara Punjab",26.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2017,"77,000",Petrol,Automatic,Islamabad,Silver,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Blue Area, Islamabad Islamabad",43.3
Toyota,Corolla GLi Automatic 1.3 VVTi,2020,"42,000",Petrol,Automatic,Islamabad,Grey Graphite,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Kot Abdul Malik, Lahore Punjab",49.5
Toyota,Corolla 2.0D Saloon,2005,"167,890",Diesel,Manual,Sindh,graphite grey,Local,2000,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Canal Road, Faisalabad Punjab",14.95
Toyota,Corolla Altis Grande CVT-i 1.8,2015,"105,400",Petrol,Automatic,Islamabad,Attitude Black,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Bahria Town (Phase 7 - 8), Rawalpindi Punjab",44
Toyota,Corolla GLi 1.3,2007,"300,000",Petrol,Manual,Sindh,strong blue,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Bahria Town, Lahore Punjab",15
Toyota,Corolla Altis Grande 1.8,2017,"71,000",Petrol,Automatic,Sindh,Silver,Imported,1800,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Karachi Sindh,44.75
Toyota,Corolla Altis Automatic 1.6,2015,"116,639",Petrol,Automatic,Lahore,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Allama Iqbal Town, Lahore Punjab",37
Toyota,Corolla SE Saloon,2005,"18,000",Petrol,Manual,Lahore,silver metallic,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"Wapda Town, Peshawar KPK",21.5
Toyota,Corolla XLi VVTi,2018,"114,550",Petrol,Manual,Lahore,White,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Doranpur, Peshawar KPK",34.8
Toyota,Corolla,1986,"225,000",Petrol,Manual,Karachi,Blue,Imported,1300,N/A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawalpindi Punjab,9.8
Toyota,Corolla Altis Automatic 1.6,2019,"70,000",Petrol,Automatic,Karachi,Silver,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,"Gulistan-e-Jauhar, Karachi Sindh",43.9
Toyota,Corolla GLi 1.3 VVTi,2017,"80,000",Petrol,Manual,Lahore,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Jand Punjab,36.5
Toyota,Corolla XLi VVTi,2019,"100,000",Petrol,Manual,Lahore,White,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Chawinda Punjab,37.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"42,000",Petrol,Automatic,Lahore,Grey Graphite,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Mian Wali Punjab,46.25
Toyota,Corolla Altis 1.6 X CVT-i,2018,"60,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,47.8
